"player_id","version","name","full_name","description","image","height_cm","weight_kg","dob","positions","overall_rating","potential","value","wage","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause","specialities","club_id","club_name","club_league_id","club_league_name","club_logo","club_rating","club_position","club_kit_number","club_joined","club_contract_valid_until","country_id","country_name","country_league_id","country_league_name","country_flag","country_rating","country_position","country_kit_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","fk_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","defensive_awareness","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","play_styles"
"205452","2024-07-08","Antonio Rüdiger","Antonio Rüdiger","Antonio Rüdiger (born 3 March 1993) is a German footballer who plays as a center back for Spanish club Real Madrid, and the Germany national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/205/452/24_120.png","190","86","1993-03-03","CB","86","86","€55.5M","€220K","Right","3 ","2 ","3 ","High/High","Lean (185+)","Yes","€113.8M","Strength","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","RCB","22","2022-07-01","2026","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","85","RCB","2","68","40","83","80","34","64","50","56","81","70","71","91","56","84","50","84","90","70","91","67","91","82","54","61","40","80","85","85","84","14","15","10","12","8","Aerial +,Block"
"204485","2024-07-08","Riyad Mahrez","Riyad Mahrez","Riyad Mahrez (born 21 February 1991) is an Algerian footballer who plays as a right midfield for Saudi Arabian club Al Ahli Jeddah. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/204/485/24_120.png","179","67","1991-02-21","RM,RW","86","86","€54M","€72K","Left","4 ","5 ","3 ","Medium/Medium","Unique","Yes","€91.8M","Dribbler,Acrobat","112387","Al Ahli Jeddah","350","Pro League","https://cdn.sofifa.net/meta/team/9908/30.png","74","RM","7","2023-07-28","2027","","","","","","","","","81","82","56","83","76","89","85","80","75","91","83","75","91","84","88","82","70","78","57","82","48","39","84","84","73","81","45","34","22","15","9","13","11","6","First Touch +,Finesse Shot,Technical,Flair,Long Shot Taker (CPU AI)"
"202811","2024-07-08","Emiliano Martínez","Damián Emiliano Martínez","Emiliano Martínez (Damián Emiliano Martínez, born 2 September 1992) is an Argentine footballer who plays as a goalkeeper for British club Aston Villa, and the Argentina national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/202/811/24_120.png","195","88","1992-09-02","GK","86","86","€45M","€105K","Right","4 ","1 ","3 ","Medium/Medium","Stocky (185+)","Yes","€85.5M","","2","Aston Villa","13","Premier League","https://cdn.sofifa.net/meta/team/15/30.png","81","GK","1","2020-09-16","2027","1369","Argentina","78","Friendly International","https://cdn.sofifa.net/meta/team/18644/30.png","83","GK","23","22","16","26","57","13","17","22","20","59","38","59","57","49","82","49","62","77","40","70","16","37","13","12","66","42","62","11","20","20","84","82","83","85","85","Far Throw,Cross Claimer,Solid Player,Team Player,Leadership"
"186942","2024-07-08","İlkay Gündoğan","İlkay Gündoğan","İlkay Gündoğan (born 24 October 1990) is a German footballer who plays as a center midfield for Spanish club FC Barcelona, and the Germany national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/186/942/24_120.png","180","80","1990-10-24","CM,CDM","86","86","€53.5M","€220K","Right","4 ","4 ","3 ","High/Medium","Normal (170-185)","Yes","€109.7M","Dribbler,Playmaker,Complete midfielder","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","RCM","22","2023-07-01","2025","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","85","CAM","21","77","82","50","88","75","86","86","80","84","91","65","60","77","86","77","79","67","75","73","80","70","75","84","86","80","87","77","75","67","11","14","5","5","13","Incisive Pass,Press Proven,Long Shot Taker (CPU AI),Injury Prone"
"186153","2024-07-08","Wojciech Szczęsny","Wojciech Tomasz Szczęsny","Wojciech Szczęsny (Wojciech Tomasz Szczęsny, born 18 April 1990) is a Polish footballer who plays as a goalkeeper for Italian club Juventus, and the Poland national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/186/153/24_120.png","196","90","1990-04-18","GK","86","86","€22M","€125K","Right","3 ","1 ","3 ","Medium/Medium","Lean (185+)","Yes","€37.4M","","45","Juventus","31","Serie A","https://cdn.sofifa.net/meta/team/625/30.png","80","GK","1","2017-07-19","2025","1353","Poland","78","Friendly International","https://cdn.sofifa.net/meta/team/18699/30.png","77","GK","1","12","12","16","32","14","11","16","14","36","22","51","47","55","82","51","55","70","45","65","14","40","15","14","48","18","65","20","13","12","86","83","73","86","87","Long Ball Pass,Far Throw,Cross Claimer"
"177683","2024-07-08","Yann Sommer","Yann Sommer","Yann Sommer (born 17 December 1988) is a Swiss footballer who plays as a goalkeeper for Italian club Inter. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/177/683/24_120.png","183","77","1988-12-17","GK","86","86","€11.5M","€100K","Right","4 ","1 ","3 ","Medium/Medium","Normal (170-185)","Yes","€19M","","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","83","GK","1","2023-08-07","2026","","","","","","","","","13","13","10","40","8","15","12","13","36","25","48","54","55","82","58","62","68","45","68","12","38","21","15","64","24","54","9","19","12","81","82","83","85","90","Rush Out"
"177003","2024-07-08","Luka Modrić","Luka Modrić","Luka Modrić (born 9 September 1985) is a Croatian footballer who plays as a center midfield for Spanish club Real Madrid, and the Croatia national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/177/003/24_120.png","172","66","1985-09-09","CM,CAM,CDM","86","86","€21.5M","€175K","Right","4 ","4 ","4 ","Medium/Medium","Lean (170-185)","Yes","€44.1M","Playmaker,Crosser,Acrobat,Complete midfielder","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","SUB","10","2012-08-01","2024","1328","Croatia","78","Friendly International","https://cdn.sofifa.net/meta/team/18588/30.png","79","RCM","10","86","72","55","90","76","84","85","78","90","90","75","70","92","85","92","79","67","76","58","82","62","79","76","90","83","91","70","73","72","13","9","7","14","9","Trivela +,Incisive Pass,Long Ball Pass,Whipped Cross,Technical,Long Shot Taker (CPU AI),Team Player"
"20801","2024-07-08","Cristiano Ronaldo","Cristiano Ronaldo dos Santos Aveiro","Cristiano Ronaldo (Cristiano Ronaldo dos Santos Aveiro, born 5 February 1985) is a Portuguese footballer who plays as a striker for Saudi Arabian club Al Nassr, and the Portugal national team. In the game FC 24, his overall rating is 86.","https://cdn.sofifa.net/players/020/801/24_120.png","187","85","1985-02-05","ST","86","86","€23M","€66K","Right","4 ","5 ","5 ","High/Low","Unique","Yes","€36.8M","Distance shooter,Clinical finisher","112139","Al Nassr","350","Pro League","https://cdn.sofifa.net/meta/team/2506/30.png","75","ST","7","2023-01-01","2025","1354","Portugal","78","Friendly International","https://cdn.sofifa.net/meta/team/18701/30.png","84","ST","7","78","87","87","79","83","77","79","76","70","86","73","80","76","87","61","92","93","80","76","85","62","29","90","78","90","92","24","32","24","7","11","15","14","11","Power Shot +,Power Header,Flair,Trickster,Trivela,Acrobatic,Aerial,Long Shot Taker (CPU AI)"
"243812","2024-07-08","Rodrygo","Rodrygo Silva de Goes","Rodrygo (born 9 January 2001) is a Brazilian footballer who plays as a right winger for Spanish club Real Madrid. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/243/812/24_120.png","174","64","2001-01-09","RW,ST","85","90","€83M","€210K","Right","4 ","4 ","3 ","Medium/Medium","Lean (170-185)","Yes","€176.4M","Dribbler,Acrobat","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","RS","11","2019-07-01","2028","","","","","","","","","79","86","67","80","67","87","80","73","73","86","89","88","87","84","84","76","77","81","59","77","54","21","84","83","82","85","24","34","30","9","8","12","8","5","Finesse Shot,Dead Ball,Technical,Flair"
"243715","2024-07-08","William Saliba","William Alain André Gabriel Saliba","William Saliba (William Alain André Gabriel Saliba, born 24 March 2001) is a French footballer who plays as a center back for British club Arsenal, and the France national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/243/715/24_120.png","193","85","2001-03-24","CB","85","89","€71M","€130K","Right","3 ","2 ","2 ","Medium/High","Normal (185+)","Yes","€136.7M","Tackling,Strength","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","RCB","2","2019-07-25","2027","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","84","RES","25","58","35","75","84","34","74","55","35","78","82","77","86","50","85","59","60","88","72","87","23","83","83","43","62","47","85","86","87","85","7","10","6","8","11","Jockey,Anticipate"
"241486","2024-07-08","Jules Koundé","Jules Koundé","Jules Koundé (born 12 November 1998) is a French footballer who plays as a center back for Spanish club FC Barcelona, and the France national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/241/486/24_120.png","180","75","1998-11-12","CB,RB","85","89","€69.5M","€160K","Right","3 ","3 ","3 ","High/High","Normal (170-185)","Yes","€147.7M","Tactician","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","RB","23","2022-07-28","2027","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","84","SUB","5","62","47","80","82","32","72","42","26","75","77","85","83","71","86","74","48","90","78","80","40","78","86","47","62","43","82","87","86","84","11","10","8","14","13","Jockey +,Slide Tackle,Quick Step,Relentless"
"239580","2024-07-08","Bremer","Gleison Bremer Silva Nascimento","Bremer (born 18 March 1997) is a Brazilian footballer who plays as a center back for Italian club Juventus. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/239/580/24_120.png","187","84","1997-03-18","CB","85","88","€62.5M","€145K","Right","2 ","2 ","1 ","Medium/High","Stocky (185+)","Yes","€110.9M","Strength","45","Juventus","31","Serie A","https://cdn.sofifa.net/meta/team/625/30.png","80","CB","3","2022-07-20","2027","","","","","","","","","46","49","85","69","38","62","42","24","69","65","78","86","65","79","67","68","93","76","87","39","84","84","58","45","43","78","86","87","84","13","15","13","5","6","Power Header,Block,Bruiser,Aerial"
"237383","2024-07-08","Alessandro Bastoni","Alessandro Bastoni","Alessandro Bastoni (born 13 April 1999) is an Italian footballer who plays as a center back for Italian club Inter. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/237/383/24_120.png","190","75","1999-04-13","CB","85","90","€73.5M","€95K","Left","3 ","2 ","2 ","Medium/High","Unique","Yes","€126.8M","Tactician","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","83","LCB","95","2017-08-31","2028","","","","","","","","","70","26","82","80","35","73","55","36","84","77","68","77","60","86","57","50","86","81","83","40","83","87","39","69","47","84","87","86","83","11","5","9","11","12","Pinged Pass,Long Ball Pass,Jockey,Team Player"
"232656","2024-07-08","Theo Hernández","Theo Bernard François Hernández","Theo Hernández (Theo Bernard François Hernández, born 6 October 1997) is a French footballer who plays as a left back for Italian club Milan, and the France national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/232/656/24_120.png","184","81","1997-10-06","LB,LM,CB","85","88","€66M","€90K","Left","3 ","3 ","3 ","High/Medium","Unique","Yes","€117.2M","Speedster","47","Milan","31","Serie A","https://cdn.sofifa.net/meta/team/113/30.png","81","LB","19","2019-07-05","2026","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","84","LB","22","84","67","74","81","78","83","74","75","68","79","92","94","78","85","76","84","90","90","81","75","82","78","80","73","75","80","74","81","80","12","10","7","7","7","Rapid,Quick Step,Relentless,Long Throw,Long Shot Taker (CPU AI),Early Crosser (CPU AI),Leadership"
"232580","2024-07-08","Gabriel","Gabriel dos Santos Magalhães","Gabriel (Gabriel dos Santos Magalhães, born 19 December 1997) is a Brazilian footballer who plays as a center back for British club Arsenal. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/232/580/24_120.png","190","87","1997-12-19","CB","85","87","€60M","€145K","Left","2 ","2 ","2 ","Medium/High","Normal (185+)","Yes","€115.5M","Tactician,Strength","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","LCB","6","2020-09-01","2027","","","","","","","","","38","37","87","80","28","54","47","27","76","71","61","77","51","85","37","62","87","71","86","30","87","86","44","59","40","74","85","84","85","12","8","13","10","7","Bruiser"
"232411","2024-07-08","Christopher Nkunku","Christopher Nkunku","Christopher Nkunku (born 14 November 1997) is a French footballer who plays as a center forward for British club Chelsea. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/232/411/24_120.png","177","68","1997-11-14","CF,ST,CAM","85","87","€68.5M","€170K","Right","3 ","5 ","3 ","Medium/Medium","Normal (170-185)","Yes","€135.3M","Dribbler,Acrobat","5","Chelsea","13","Premier League","https://cdn.sofifa.net/meta/team/18/30.png","79","SUB","18","2023-07-01","2029","","","","","","","","","80","85","62","85","70","88","82","80","80","87","82","81","88","83","90","79","75","75","63","78","55","62","86","83","71","82","62","62","52","5","6","10","15","7","Finesse Shot,Incisive Pass,Technical,Flair,First Touch,Trivela,Injury Prone"
"230869","2024-07-08","Unai Simón","Unai Simón Mendibil","Unai Simón (born 11 June 1997) is a Spanish footballer who plays as a goalkeeper for Spanish club Athletic Club, and the Spain national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/230/869/24_120.png","190","89","1997-06-11","GK","85","86","€47.5M","€38K","Right","3 ","1 ","3 ","Medium/Medium","Normal (185+)","Yes","€103.3M","","448","Athletic Club","53","La Liga","https://cdn.sofifa.net/meta/team/13258/30.png","80","GK","1","2015-08-25","2025","1362","Spain","78","Friendly International","https://cdn.sofifa.net/meta/team/18710/30.png","83","GK","23","16","14","18","38","17","12","20","14","34","16","48","50","37","80","47","57","74","44","76","13","29","26","14","48","24","46","11","18","12","85","81","76","85","86","Footwork,Cross Claimer,Team Player"
"224458","2024-07-08","Diogo Jota","Diogo José Teixeira da Silva","Diogo Jota (born 4 December 1996) is a Portuguese footballer who plays as a center forward for British club Liverpool, and the Portugal national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/224/458/24_120.png","178","70","1996-12-04","CF,LW","85","86","€64.5M","€180K","Right","5 ","4 ","2 ","High/High","Normal (170-185)","Yes","€124.2M","Acrobat","9","Liverpool","13","Premier League","https://cdn.sofifa.net/meta/team/8/30.png","83","SUB","20","2020-09-19","2027","1354","Portugal","78","Friendly International","https://cdn.sofifa.net/meta/team/18701/30.png","84","SUB","21","73","85","86","77","79","83","77","58","72","85","85","80","86","88","87","86","91","80","75","76","85","56","88","78","69","83","53","57","45","7","12","15","9","11","Rapid,Relentless,Injury Prone"
"220697","2024-07-08","James Maddison","James Maddison","James Maddison (born 23 November 1996) is a British footballer who plays as a central attacking midfielder for British club Tottenham Hotspur, and the England national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/220/697/24_120.png","175","73","1996-11-23","CAM,CM","85","86","€63.5M","€135K","Right","4 ","4 ","2 ","High/Medium","Lean (170-185)","Yes","€125.4M","Dribbler,Playmaker,FK Specialist,Complete midfielder","18","Tottenham Hotspur","13","Premier League","https://cdn.sofifa.net/meta/team/6/30.png","81","CAM","10","2023-06-28","2028","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","SUB","18","83","80","35","86","77","86","86","86","85","88","78","66","84","80","83","83","58","78","53","83","70","44","85","88","74","88","59","65","42","11","14","14","12","14","Dead Ball +,Finesse Shot,Incisive Pass,Flair,Trivela,Long Shot Taker (CPU AI)"
"217870","2024-07-08","Giovanni Di Lorenzo","Giovanni Di Lorenzo","Giovanni Di Lorenzo (born 4 August 1993) is an Italian footballer who plays as a right back for Italian club Napoli, and the Italy national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/217/870/24_120.png","183","82","1993-08-04","RB","85","85","€47.5M","€86K","Right","3 ","3 ","2 ","High/Medium","Normal (170-185)","Yes","€80.8M","","48","Napoli","31","Serie A","https://cdn.sofifa.net/meta/team/597/30.png","80","RB","22","2019-07-01","2028","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","SUB","2","80","66","76","80","60","78","69","69","74","79","85","85","78","84","78","72","88","90","78","69","78","83","71","66","59","77","82","83","81","8","10","8","10","7","Rapid,First Touch,Relentless"
"215914","2024-07-08","N'Golo Kanté","N'Golo Kanté","N'Golo Kanté (born 29 March 1991) is a French footballer who plays as a central defensive midfielder for Saudi Arabian club Al Ittihad. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/215/914/24_120.png","168","70","1991-03-29","CDM,CM","85","85","€36M","€67K","Right","3 ","2 ","4 ","Medium/High","Unique","Yes","€57.6M","Tackling,Tactician","607","Al Ittihad","350","Pro League","https://cdn.sofifa.net/meta/team/476/30.png","75","RDM","7","2023-07-01","2026","","","","","","","","","68","64","54","80","56","78","49","49","74","81","74","64","78","87","92","71","70","82","70","65","87","88","72","77","54","82","88","90","85","15","12","10","7","10","Intercept +,Relentless,Injury Prone"
"213345","2024-07-08","Kingsley Coman","Kingsley Junior Coman","Kingsley Coman (Kingsley Junior Coman, born 13 June 1996) is a French footballer who plays as a left midfield for German club FC Bayern München, and the France national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/213/345/24_120.png","181","75","1996-06-13","LM,RM","85","85","€57.5M","€100K","Right","3 ","5 ","4 ","Medium/Medium","Unique","Yes","€94.9M","Dribbler,Acrobat","21","FC Bayern München","19","Bundesliga","https://cdn.sofifa.net/meta/team/503/30.png","84","RM","11","2015-08-30","2027","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","84","RW","20","81","75","61","80","78","88","83","70","74","87","92","86","92","85","84","83","79","68","66","73","38","23","83","82","65","78","29","27","21","5","3","5","3","5","Rapid,Flair,First Touch,Quick Step,Acrobatic,Injury Prone"
"210935","2024-07-08","Domenico Berardi","Domenico Berardi","Domenico Berardi (born 1 August 1994) is an Italian footballer who plays as a right winger for Italian club Sassuolo, and the Italy national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/210/935/24_120.png","183","72","1994-08-01","RW,RM","85","85","€54.5M","€40K","Left","3 ","4 ","2 ","High/Medium","Lean (170-185)","Yes","€92.7M","Dribbler,Acrobat","111974","Sassuolo","31","Serie A","https://cdn.sofifa.net/meta/team/2714/30.png","75","RW","10","2015-07-01","2027","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","RW","11","78","85","62","85","78","86","79","75","79","87","82","82","92","85","87","83","75","78","64","80","85","25","86","83","76","78","42","30","30","5","6","5","5","6","Dead Ball,Whipped Cross,Technical,Flair,Trivela,Long Shot Taker (CPU AI),Team Player"
"209981","2024-07-08","Yassine Bounou","Yassine Bounou","Yassine Bounou (born 5 April 1991) is a Moroccan footballer who plays as a goalkeeper for Saudi Arabian club Al Hilal, and the Morocco national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/209/981/24_120.png","195","78","1991-04-05","GK","85","85","€26.5M","€54K","Left","2 ","1 ","3 ","Medium/Medium","Lean (185+)","Yes","€42.4M","","605","Al Hilal","350","Pro League","https://cdn.sofifa.net/meta/team/7011/30.png","78","GK","37","2023-08-17","2026","111111","Morocco","78","Friendly International","https://cdn.sofifa.net/meta/team/18551/30.png","78","GK","1","15","14","14","39","13","20","12","19","44","12","38","37","47","81","29","59","66","43","69","19","25","12","10","62","24","57","20","18","15","82","83","79","84","87","Far Throw,Footwork,Cross Claimer"
"209658","2024-07-08","Leon Goretzka","Leon Christoph Goretzka","Leon Goretzka (Leon Christoph Goretzka, born 6 February 1995) is a German footballer who plays as a center midfield for German club FC Bayern München. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/209/658/24_120.png","189","82","1995-02-06","CM,CDM","85","85","€54M","€100K","Right","4 ","3 ","4 ","High/Medium","Unique","Yes","€89.1M","","21","FC Bayern München","19","Bundesliga","https://cdn.sofifa.net/meta/team/503/30.png","84","LDM","8","2018-07-01","2026","","","","","","","","","75","81","86","85","71","84","76","73","83","84","75","80","75","85","73","85","92","83","89","86","83","85","81","82","60","83","74","83","76","13","8","15","11","9","Power Shot,Intercept,Bruiser,Aerial,Long Shot Taker (CPU AI),Injury Prone"
"208722","2024-07-08","Sadio Mané","Sadio Mané","Sadio Mané (born 10 April 1992) is a Senegalese footballer who plays as a left midfield for Saudi Arabian club Al Nassr. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/208/722/24_120.png","174","69","1992-04-10","LM,RM,CF","85","85","€44.5M","€74K","Right","4 ","4 ","4 ","Medium/Medium","Unique","Yes","€71.2M","Acrobat","112139","Al Nassr","350","Pro League","https://cdn.sofifa.net/meta/team/2506/30.png","75","RM","10","2023-08-01","2027","","","","","","","","","78","83","78","83","75","85","77","64","71","86","82","83","86","87","88","85","84","79","70","77","75","35","84","81","75","84","42","42","38","10","10","15","7","14","Rapid,Flair"
"206517","2024-07-08","Jack Grealish","Jack Grealish","Jack Grealish (born 10 September 1995) is a British footballer who plays as a left winger for British club Manchester City, and the England national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/206/517/24_120.png","180","81","1995-09-10","LW,LM","85","85","€57.5M","€200K","Right","3 ","4 ","3 ","High/High","Unique","Yes","€106.4M","Dribbler","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","LW","10","2021-08-05","2027","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","SUB","11","83","76","48","85","72","89","83","74","81","90","79","74","84","84","85","76","71","83","71","79","65","49","82","87","58","88","58","54","48","11","6","11","10","13","Press Proven +,Finesse Shot,Flair,First Touch"
"203574","2024-07-08","John Stones","John Stones","John Stones (born 28 May 1994) is a British footballer who plays as a center back for British club Manchester City, and the England national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/203/574/24_120.png","188","76","1994-05-28","CB,CDM,RB","85","86","€49.5M","€180K","Right","4 ","3 ","2 ","High/Medium","Normal (185+)","Yes","€95.3M","","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","SUB","5","2016-08-09","2026","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","RCB","5","63","54","84","86","44","77","52","37","79","84","69","76","69","86","59","55","85","74","77","44","80","84","58","78","52","87","86","86","84","7","15","11","10","8","Long Throw"
"200145","2024-07-08","Casemiro","Carlos Henrique Casimiro","Casemiro (Carlos Henrique Casimiro, born 23 February 1992) is a Brazilian footballer who plays as a central defensive midfielder for British club Manchester United. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/200/145/24_120.png","185","84","1992-02-23","CDM","85","85","€37.5M","€160K","Right","3 ","2 ","4 ","Medium/High","Unique","Yes","€71.3M","Strength","11","Manchester United","13","Premier League","https://cdn.sofifa.net/meta/team/14/30.png","81","RCB","18","2022-08-19","2026","","","","","","","","","68","69","84","82","68","69","77","74","83","77","56","59","60","85","63","87","84","77","87","78","92","82","75","77","66","80","84","85","83","13","14","16","12","12","Block +,Long Ball Pass,Slide Tackle,Long Shot Taker (CPU AI),Team Player"
"197445","2024-07-08","David Alaba","David Olatukunbo Alaba","David Alaba (David Olatukunbo Alaba, born 24 June 1992) is an Austrian footballer who plays as a center back for Spanish club Real Madrid. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/197/445/24_120.png","180","78","1992-06-24","CB,LB","85","85","€37M","€200K","Left","4 ","3 ","4 ","Medium/High","Normal (170-185)","Yes","€75.9M","Tactician","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","SUB","4","2021-07-01","2026","","","","","","","","","83","62","77","88","67","77","76","85","80","83","79","79","76","88","78","82","86","73","78","78","77","87","73","78","79","84","89","84","83","5","7","14","15","9","Dead Ball,Anticipate,Long Shot Taker (CPU AI)"
"186345","2024-07-08","Kieran Trippier","Kieran Trippier","Kieran Trippier (born 19 September 1990) is a British footballer who plays as a right back for British club Newcastle United, and the England national team. In the game FC 24, his overall rating is 85.","https://cdn.sofifa.net/players/186/345/24_120.png","173","71","1990-09-19","RB","85","85","€37.5M","€150K","Right","4 ","3 ","2 ","Medium/Medium","Normal (170-185)","Yes","€71.3M","Crosser,FK Specialist","13","Newcastle United","13","Premier League","https://cdn.sofifa.net/meta/team/20/30.png","80","RES","2","2022-01-07","2025","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","SUB","12","92","54","79","84","58","76","87","87","86","85","72","64","66","85","79","82","79","85","64","71","75","83","77","85","66","83","80","84","81","11","14","8","11","10","Whipped Cross +,Dead Ball,Long Throw,Early Crosser (CPU AI),Leadership"
"253149","2024-07-08","Jeremie Frimpong","Jeremie Agyekum Frimpong","Jeremie Frimpong (Jeremie Agyekum Frimpong, born 10 December 2000) is a Dutch footballer who plays as a right wing back for German club Bayer 04 Leverkusen. In the game FC 24, his overall rating is 84.","https://cdn.sofifa.net/players/253/149/24_120.png","171","64","2000-12-10","RWB,RM","84","88","€57M","€63K","Right","3 ","3 ","2 ","High/Medium","Normal (170-185)","Yes","€101.2M","Speedster,Acrobat","32","Bayer 04 Leverkusen","19","Bundesliga","https://cdn.sofifa.net/meta/team/3321/30.png","82","RM","30","2021-01-27","2028","","","","","","","","","85","66","52","77","43","85","77","47","61","83","96","92","91","78","90","58","74","85","61","53","77","78","78","81","41","80","78","79","77","12","7","8","13","14","Rapid,Flair,Quick Step"
"251566","2024-07-08","Gabriel Martinelli","Gabriel Teodoro Martinelli Silva","Gabriel Martinelli (born 18 June 2001) is a Brazilian footballer who plays as a left winger for British club Arsenal. In the game FC 24, his overall rating is 84.","https://cdn.sofifa.net/players/251/566/24_120.png","178","75","2001-06-18","LW","84","88","€61.5M","€145K","Right","3 ","4 ","2 ","High/High","Lean (170-185)","Yes","€118.4M","Dribbler,Acrobat","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","SUB","11","2019-07-02","2027","","","","","","","","","79","83","72","79","78","89","74","68","65","84","91","88","87","82","81","77","82","82","63","73","80","39","82","79","62","79","44","44","43","10","6","7","6","6","Finesse Shot,Technical,Flair,Quick Step,Trivela"
"247851","2024-07-08","Bruno Guimarães","Bruno Guimarães Rodriguez Moura","Bruno Guimarães (Bruno Guimarães Rodriguez Moura, born 16 November 1997) is a Brazilian footballer who plays as a center midfield for British club Newcastle United. In the game FC 24, his overall rating is 84.","https://cdn.sofifa.net/players/247/851/24_120.png","182","74","1997-11-16","CM,CDM","84","87","€55.5M","€145K","Right","2 ","3 ","2 ","High/High","Lean (170-185)","Yes","€109.6M","Playmaker,Engine,Complete midfielder","13","Newcastle United","13","Premier League","https://cdn.sofifa.net/meta/team/20/30.png","80","CDM","39","2022-01-31","2028","","","","","","","","","70","72","66","87","66","85","79","62","85","85","69","72","78","86","84","79","77","87","79","77","86","82","78","86","65","87","81","84","79","7","11","15","11","11","Incisive Pass,Long Ball Pass,Flair,Press Proven,Trivela"
