team_id,shirt_number,player_name,position,rarity
south_korea,9,Cho Gue-sung,Forward,rare
south_korea,10,Hwang Ui-jo,Forward,epic
south_korea,11,Jeong Woo-yeong,Midfielder,rare
south_korea,12,Hong Hyun-seok,Midfielder,common
south_korea,13,Lee Jae-sung,Midfielder,common
south_korea,14,Kim Tae-hwan,Defender,common
south_korea,15,Jo Hyeon-woo,Goalkeeper,common
spain,1,Unai Simón,Goalkeeper,epic
spain,2,Dani Carvajal,Defender,epic
spain,3,Aymeric Laporte,Defender,rare
spain,4,Rodri,Midfielder,legendary
spain,5,Pau Torres,Defender,rare
spain,6,Gavi,Midfielder,epic
spain,7,Álvaro Morata,Forward,rare
spain,8,Pedri,Midfielder,legendary
spain,9,Joselu,Forward,common
spain,10,Lamine Yamal,Forward,legendary
spain,11,Ferran Torres,Forward,rare
spain,12,Nico Williams,Forward,epic
spain,13,Mikel Oyarzabal,Forward,rare
spain,14,Fabián Ruiz,Midfielder,common
spain,15,David Raya,Goalkeeper,rare
sweden,1,Robin Olsen,Goalkeeper,rare
sweden,2,Victor Lindelöf,Defender,epic
sweden,3,Pontus Jansson,Defender,rare
sweden,4,Emil Forsberg,Midfielder,epic
sweden,5,Filip Helander,Defender,common
sweden,6,Dejan Kulusevski,Midfielder,legendary
sweden,7,Alexander Isak,Forward,legendary
sweden,8,Mattias Svanberg,Midfielder,rare
sweden,9,Viktor Gyökeres,Forward,epic
sweden,10,Marcus Berg,Forward,rare
sweden,11,Jesper Karlsson,Forward,rare
sweden,12,Ludwig Augustinsson,Defender,common
sweden,13,Kristoffer Olsson,Midfielder,common
sweden,14,Emil Holm,Defender,common
sweden,15,Karl-Johan Johnsson,Goalkeeper,common
switzerland,1,Yann Sommer,Goalkeeper,epic
switzerland,2,Manuel Akanji,Defender,epic
switzerland,3,Nico Elvedi,Defender,rare
switzerland,4,Granit Xhaka,Midfielder,legendary
switzerland,5,Fabian Schär,Defender,rare
switzerland,6,Xherdan Shaqiri,Midfielder,epic
switzerland,7,Breel Embolo,Forward,epic
switzerland,8,Ruben Vargas,Forward,rare
switzerland,9,Dan Ndoye,Forward,rare
switzerland,10,Michel Rieder,Midfielder,common
switzerland,11,Steven Zuber,Midfielder,rare
switzerland,12,Silvan Widmer,Defender,common
switzerland,13,Denis Zakaria,Midfielder,rare
switzerland,14,Zeki Amdouni,Forward,common
switzerland,15,Gregor Kobel,Goalkeeper,rare
tunisia,1,Aymen Dahmen,Goalkeeper,rare
tunisia,2,Wajdi Kechrida,Defender,common
tunisia,3,Yassine Meriah,Defender,rare
tunisia,4,Ellyes Skhiri,Midfielder,epic
tunisia,5,Montassar Talbi,Defender,rare
tunisia,6,Aïssa Laïdouni,Midfielder,common
tunisia,7,Youssef Msakni,Forward,epic
tunisia,8,Hamza Rafia,Midfielder,common
tunisia,9,Issam Jebali,Forward,rare
tunisia,10,Wahbi Khazri,Forward,legendary
tunisia,11,Hamza Lahmar,Forward,common
tunisia,12,Ali Maaloul,Defender,rare
tunisia,13,Naim Sliti,Forward,rare
tunisia,14,Ghailene Chaalali,Midfielder,common
tunisia,15,Bechir Ben Said,Goalkeeper,common
turkiye,1,Uğurcan Çakır,Goalkeeper,rare
turkiye,2,Zeki Çelik,Defender,rare
turkiye,3,Merih Demiral,Defender,epic
turkiye,4,Hakan Çalhanoğlu,Midfielder,legendary
turkiye,5,Çağlar Söyüncü,Defender,rare
turkiye,6,Arda Güler,Midfielder,epic
turkiye,7,Cengiz Ünder,Forward,rare
turkiye,8,İrfan Can Kahveci,Midfielder,rare
turkiye,9,Kenan Yıldız,Forward,epic
turkiye,10,Burak Yılmaz,Forward,legendary
turkiye,11,Kerem Aktürkoğlu,Forward,rare
turkiye,12,Ferdi Kadıoğlu,Defender,common
turkiye,13,Orkun Kökçü,Midfielder,rare
turkiye,14,Abdülkerim Bardakcı,Defender,common
turkiye,15,Altay Bayındır,Goalkeeper,common
united_states,1,Matt Turner,Goalkeeper,rare
united_states,2,Sergiño Dest,Defender,rare
united_states,3,Walker Zimmerman,Defender,common
united_states,4,Tyler Adams,Midfielder,epic
united_states,5,Antonee Robinson,Defender,rare
united_states,6,Yunus Musah,Midfielder,rare
united_states,7,Giovanni Reyna,Midfielder,epic
united_states,8,Weston McKennie,Midfielder,rare
united_states,9,Christian Pulisic,Forward,legendary
united_states,10,Gio Reyna,Midfielder,epic
united_states,11,Timothy Weah,Forward,rare
united_states,12,Folarin Balogun,Forward,rare
united_states,13,Ricardo Pepi,Forward,common
united_states,14,Brenden Aaronson,Midfielder,common
united_states,15,Ethan Horvath,Goalkeeper,common
uruguay,1,Sergio Rochet,Goalkeeper,rare
uruguay,2,José Giménez,Defender,epic
uruguay,3,Diego Godín,Defender,rare
uruguay,4,Federico Valverde,Midfielder,legendary
uruguay,5,Matías Viña,Defender,common
uruguay,6,Rodrigo Bentancur,Midfielder,epic
uruguay,7,Darwin Núñez,Forward,epic
uruguay,8,Giorgian Arrascaeta,Midfielder,epic
uruguay,9,Luis Suárez,Forward,legendary
uruguay,10,Facundo Pellistri,Forward,common
uruguay,11,Ronald Araújo,Defender,epic
uruguay,12,Nicolás de la Cruz,Midfielder,rare
uruguay,13,Brian Rodríguez,Forward,common
uruguay,14,Manuel Ugarte,Midfielder,rare
uruguay,15,Fernando Muslera,Goalkeeper,rare
uzbekistan,1,Utkir Yusupov,Goalkeeper,rare
uzbekistan,2,Akramjon Komilov,Defender,common
uzbekistan,3,Egor Krimets,Defender,rare
uzbekistan,4,Jasurbek Jurayev,Midfielder,epic
uzbekistan,5,Azizbek Turgunboev,Defender,rare
uzbekistan,6,Otabek Shukurov,Midfielder,common
uzbekistan,7,Eldor Shomurodov,Forward,legendary
uzbekistan,8,Jaloliddin Masharipov,Midfielder,epic
uzbekistan,9,Igor Sergeev,Forward,rare
uzbekistan,10,Khozhimat Erkinov,Midfielder,common
uzbekistan,11,Abbosbek Fayzullaev,Midfielder,rare
uzbekistan,12,Sanjar Tulyakov,Defender,common
uzbekistan,13,Odil Khamrobekov,Defender,rare
uzbekistan,14,Abdulla Abdullaev,Midfielder,common
uzbekistan,15,Khamza Alakbarov,Goalkeeper,common
